author,published_at,text,clean_text,case_fold_text,punctuation_text,normalized_text,tokens,text_stemmed
@IrsyadQoirin,2025-10-05T04:25:44Z,akumah mbg nya bau telur keluar air,akumah mbg nya bau telur keluar air,akumah mbg nya bau telur keluar air,akumah mbg nya bau telur keluar air,akumah mbak ya bau telur keluar air,"['akumah', 'mbak', 'ya', 'bau', 'telur', 'keluar', 'air']","['akumah', 'mbak', 'ya', 'bau', 'telur', 'keluar', 'air']"
@arenzyyy,2025-10-05T03:49:38Z,MBG itu G nya Gacha anying bisa keracunan bisa enggak,MBG itu G nya Gacha anying bisa keracunan bisa enggak,mbg itu g nya gacha anying bisa keracunan bisa enggak,mbg itu g nya gacha anying bisa keracunan bisa enggak,mbak itu tidak ya gacha anjing bisa keracunan bisa tidak,"['mbak', 'itu', 'tidak', 'ya', 'gacha', 'anjing', 'bisa', 'keracunan', 'bisa', 'tidak']","['mbak', 'itu', 'tidak', 'ya', 'gacha', 'anjing', 'bisa', 'racun', 'bisa', 'tidak']"
@benedttt,2025-10-05T03:49:13Z,Itu bawang bukan semangka😂😂😂,Itu bawang bukan semangka,itu bawang bukan semangka,itu bawang bukan semangka,itu bawang bukan semangka,"['itu', 'bawang', 'bukan', 'semangka']","['itu', 'bawang', 'bukan', 'semangka']"
@fakhri1624,2025-10-05T00:48:54Z,"Mau presiden nya kualitas nya premium pun kalo bawahannya kualitasnya pertalite ya susah lah buat maju 😂 lagian nih program emang jadi ladang cuan buat penjabat2 anjing itu ,lagian program MBG ini yang di butuhkan itu ahli yang ada di bidang masakan ,lah yang ikut malah politisi yang minim pengalaman di dapur ,wajar kalo mereka dapet porsi yang bahkan kucing pun ogah buat makan nya 😂","Mau presiden nya kualitas nya premium pun kalo bawahannya kualitasnya pertalite ya susah lah buat maju  lagian nih program emang jadi ladang cuan buat penjabat anjing itu ,lagian program MBG ini yang di butuhkan itu ahli yang ada di bidang masakan ,lah yang ikut malah politisi yang minim pengalaman di dapur ,wajar kalo mereka dapet porsi yang bahkan kucing pun ogah buat makan nya ","mau presiden nya kualitas nya premium pun kalo bawahannya kualitasnya pertalite ya susah lah buat maju  lagian nih program emang jadi ladang cuan buat penjabat anjing itu ,lagian program mbg ini yang di butuhkan itu ahli yang ada di bidang masakan ,lah yang ikut malah politisi yang minim pengalaman di dapur ,wajar kalo mereka dapet porsi yang bahkan kucing pun ogah buat makan nya ",mau presiden nya kualitas nya premium pun kalo bawahannya kualitasnya pertalite ya susah lah buat maju  lagian nih program emang jadi ladang cuan buat penjabat anjing itu lagian program mbg ini yang di butuhkan itu ahli yang ada di bidang masakan lah yang ikut malah politisi yang minim pengalaman di dapur wajar kalo mereka dapet porsi yang bahkan kucing pun ogah buat makan nya ,mau presiden ya kualitas ya premium pun kalau bawahannya kualitasnya pertalite ya susah lah buat maju lagian ini program memang jadi ladang cuan buat penjabat anjing itu lagian program mbak ini yang di butuhkan itu ahli yang ada di bidang masakan lah yang ikut malah politisi yang minim pengalaman di dapur wajar kalau mereka dapat porsi yang bahkan kucing pun ogah buat makan ya,"['mau', 'presiden', 'ya', 'kualitas', 'ya', 'premium', 'pun', 'kalau', 'bawahannya', 'kualitasnya', 'pertalite', 'ya', 'susah', 'lah', 'buat', 'maju', 'lagian', 'ini', 'program', 'memang', 'jadi', 'ladang', 'cuan', 'buat', 'penjabat', 'anjing', 'itu', 'lagian', 'program', 'mbak', 'ini', 'yang', 'di', 'butuhkan', 'itu', 'ahli', 'yang', 'ada', 'di', 'bidang', 'masakan', 'lah', 'yang', 'ikut', 'malah', 'politisi', 'yang', 'minim', 'pengalaman', 'di', 'dapur', 'wajar', 'kalau', 'mereka', 'dapat', 'porsi', 'yang', 'bahkan', 'kucing', 'pun', 'ogah', 'buat', 'makan', 'ya']","['mau', 'presiden', 'ya', 'kualitas', 'ya', 'premium', 'pun', 'kalau', 'bawah', 'kualitas', 'pertalite', 'ya', 'susah', 'lah', 'buat', 'maju', 'lagi', 'ini', 'program', 'memang', 'jadi', 'ladang', 'cuan', 'buat', 'jabat', 'anjing', 'itu', 'lagi', 'program', 'mbak', 'ini', 'yang', 'di', 'butuh', 'itu', 'ahli', 'yang', 'ada', 'di', 'bidang', 'masakan', 'lah', 'yang', 'ikut', 'malah', 'politis', 'yang', 'minim', 'alam', 'di', 'dapur', 'wajar', 'kalau', 'mereka', 'dapat', 'porsi', 'yang', 'bahkan', 'kucing', 'pun', 'ogah', 'buat', 'makan', 'ya']"
@Billalbinrabah254,2025-10-05T00:38:13Z,Mbg <br>M:makan<br>B:beracun <br>G:geratis,Mbg M:makanB:beracun G:geratis,mbg m:makanb:beracun g:geratis,mbg mmakanbberacun ggeratis,mbak mmakanbberacun ggeratis,"['mbak', 'mmakanbberacun', 'ggeratis']","['mbak', 'mmakanbberacun', 'ggeratis']"
@iibsarrohman,2025-10-05T00:33:26Z,Chum bucket adalah mbg versi spongebob😂,Chum bucket adalah mbg versi spongebob,chum bucket adalah mbg versi spongebob,chum bucket adalah mbg versi spongebob,chum bucket adalah mbak versi spongebob,"['chum', 'bucket', 'adalah', 'mbak', 'versi', 'spongebob']","['chum', 'bucket', 'adalah', 'mbak', 'versi', 'spongebob']"
@Rizkychanel1176,2025-10-05T00:08:11Z,Serba serbi makan beracun gratis 😅😅 😂😂,Serba serbi makan beracun gratis  ,serba serbi makan beracun gratis  ,serba serbi makan beracun gratis  ,serba serbi makan beracun gratis,"['serba', 'serbi', 'makan', 'beracun', 'gratis']","['serba', 'serbi', 'makan', 'racun', 'gratis']"
@Asaddvxv,2025-10-04T21:35:03Z,"Alhamdulillah gw kerja di MBG dan selama ini kualitas bahan makanan nya yang paling super, kebeneran gw divisi prepare jadi kalopun ada yang jelek itu wajib dibuang. SOP juga harus diperhatikan kaya masker, penutup kepala dan sarung tangan, apron juga harus di cuci tiap hari dan dikasih baju kerja sebanyak 3. Terus kemarin baru SLHS , jadi makin nambah ilmu tentang pengolahan makanan. Selama masih banyak orang baik dan bertanggungjawab, pasti bakal aman kok. Dan semoga program ini ga berhenti di waktu mendekat, plis banget gw gamau nganggur garagara banyak kasus MBG , terlepas dari politik ataupun kelalaian, semoga kedepannya lebih diperhatikan dalam segala bidang .","Alhamdulillah gw kerja di MBG dan selama ini kualitas bahan makanan nya yang paling super, kebeneran gw divisi prepare jadi kalopun ada yang jelek itu wajib dibuang. SOP juga harus diperhatikan kaya masker, penutup kepala dan sarung tangan, apron juga harus di cuci tiap hari dan dikasih baju kerja sebanyak . Terus kemarin baru SLHS , jadi makin nambah ilmu tentang pengolahan makanan. Selama masih banyak orang baik dan bertanggungjawab, pasti bakal aman kok. Dan semoga program ini ga berhenti di waktu mendekat, plis banget gw gamau nganggur garagara banyak kasus MBG , terlepas dari politik ataupun kelalaian, semoga kedepannya lebih diperhatikan dalam segala bidang .","alhamdulillah gw kerja di mbg dan selama ini kualitas bahan makanan nya yang paling super, kebeneran gw divisi prepare jadi kalopun ada yang jelek itu wajib dibuang. sop juga harus diperhatikan kaya masker, penutup kepala dan sarung tangan, apron juga harus di cuci tiap hari dan dikasih baju kerja sebanyak . terus kemarin baru slhs , jadi makin nambah ilmu tentang pengolahan makanan. selama masih banyak orang baik dan bertanggungjawab, pasti bakal aman kok. dan semoga program ini ga berhenti di waktu mendekat, plis banget gw gamau nganggur garagara banyak kasus mbg , terlepas dari politik ataupun kelalaian, semoga kedepannya lebih diperhatikan dalam segala bidang .",alhamdulillah gw kerja di mbg dan selama ini kualitas bahan makanan nya yang paling super kebeneran gw divisi prepare jadi kalopun ada yang jelek itu wajib dibuang sop juga harus diperhatikan kaya masker penutup kepala dan sarung tangan apron juga harus di cuci tiap hari dan dikasih baju kerja sebanyak  terus kemarin baru slhs  jadi makin nambah ilmu tentang pengolahan makanan selama masih banyak orang baik dan bertanggungjawab pasti bakal aman kok dan semoga program ini ga berhenti di waktu mendekat plis banget gw gamau nganggur garagara banyak kasus mbg  terlepas dari politik ataupun kelalaian semoga kedepannya lebih diperhatikan dalam segala bidang ,alhamdulilah aku kerja di mbak dan selama ini kualitas bahan makanan ya yang paling sangat kebeneran aku divisi prepare jadi kalopun ada yang jelek itu wajib dibuang sop juga harus diperhatikan seperti masker penutup kepala dan sarung tangan apron juga harus di cuci tiap hari dan dikasih baju kerja sebanyak terus kemarin baru slhs jadi makin menambah ilmu tentang pengolahan makanan selama masih banyak orang baik dan bertanggungjawab pasti akan aman kok dan semoga program ini tidak berhenti di waktu mendekat tolong sekali aku tidak mau nganggur garagara banyak kasus mbak terlepas dari politik ataupun kelalaian semoga kedepannya lebih diperhatikan dalam segala bidang,"['alhamdulilah', 'aku', 'kerja', 'di', 'mbak', 'dan', 'selama', 'ini', 'kualitas', 'bahan', 'makanan', 'ya', 'yang', 'paling', 'sangat', 'kebeneran', 'aku', 'divisi', 'prepare', 'jadi', 'kalopun', 'ada', 'yang', 'jelek', 'itu', 'wajib', 'dibuang', 'sop', 'juga', 'harus', 'diperhatikan', 'seperti', 'masker', 'penutup', 'kepala', 'dan', 'sarung', 'tangan', 'apron', 'juga', 'harus', 'di', 'cuci', 'tiap', 'hari', 'dan', 'dikasih', 'baju', 'kerja', 'sebanyak', 'terus', 'kemarin', 'baru', 'slhs', 'jadi', 'makin', 'menambah', 'ilmu', 'tentang', 'pengolahan', 'makanan', 'selama', 'masih', 'banyak', 'orang', 'baik', 'dan', 'bertanggungjawab', 'pasti', 'akan', 'aman', 'kok', 'dan', 'semoga', 'program', 'ini', 'tidak', 'berhenti', 'di', 'waktu', 'mendekat', 'tolong', 'sekali', 'aku', 'tidak', 'mau', 'nganggur', 'garagara', 'banyak', 'kasus', 'mbak', 'terlepas', 'dari', 'politik', 'ataupun', 'kelalaian', 'semoga', 'kedepannya', 'lebih', 'diperhatikan', 'dalam', 'segala', 'bidang']","['alhamdulilah', 'aku', 'kerja', 'di', 'mbak', 'dan', 'lama', 'ini', 'kualitas', 'bahan', 'makan', 'ya', 'yang', 'paling', 'sangat', 'kebeneran', 'aku', 'divisi', 'prepare', 'jadi', 'kalo', 'ada', 'yang', 'jelek', 'itu', 'wajib', 'buang', 'sop', 'juga', 'harus', 'perhati', 'seperti', 'masker', 'tutup', 'kepala', 'dan', 'sarung', 'tangan', 'apron', 'juga', 'harus', 'di', 'cuci', 'tiap', 'hari', 'dan', 'kasih', 'baju', 'kerja', 'banyak', 'terus', 'kemarin', 'baru', 'slhs', 'jadi', 'makin', 'tambah', 'ilmu', 'tentang', 'olah', 'makan', 'lama', 'masih', 'banyak', 'orang', 'baik', 'dan', 'bertanggungjawab', 'pasti', 'akan', 'aman', 'kok', 'dan', 'moga', 'program', 'ini', 'tidak', 'henti', 'di', 'waktu', 'dekat', 'tolong', 'sekali', 'aku', 'tidak', 'mau', 'nganggur', 'garagara', 'banyak', 'kasus', 'mbak', 'lepas', 'dari', 'politik', 'atau', 'lalai', 'moga', 'depan', 'lebih', 'perhati', 'dalam', 'segala', 'bidang']"
@Black12sprunki,2025-10-04T16:09:00Z,Sekola gw program mbg nya ga sampe segitu tuh🤭,Sekola gw program mbg nya ga sampe segitu tuh,sekola gw program mbg nya ga sampe segitu tuh,sekola gw program mbg nya ga sampe segitu tuh,sekolah aku program mbak ya tidak sampai segitu itu,"['sekolah', 'aku', 'program', 'mbak', 'ya', 'tidak', 'sampai', 'segitu', 'itu']","['sekolah', 'aku', 'program', 'mbak', 'ya', 'tidak', 'sampai', 'segitu', 'itu']"
@Ptboy12,2025-10-04T13:42:46Z,Korupsi lah mana maen Indonesia ni senggol donk😂,Korupsi lah mana maen Indonesia ni senggol donk,korupsi lah mana maen indonesia ni senggol donk,korupsi lah mana maen indonesia ni senggol donk,korupsi lah mana main indonesia ini senggol dong,"['korupsi', 'lah', 'mana', 'main', 'indonesia', 'ini', 'senggol', 'dong']","['korupsi', 'lah', 'mana', 'main', 'indonesia', 'ini', 'senggol', 'dong']"
@Astro-m9v,2025-10-04T13:34:45Z,udh pasti yang beberapa itu masuk ke kantong pribadi,udh pasti yang beberapa itu masuk ke kantong pribadi,udh pasti yang beberapa itu masuk ke kantong pribadi,udh pasti yang beberapa itu masuk ke kantong pribadi,sudah pasti yang beberapa itu masuk ke kantong pribadi,"['sudah', 'pasti', 'yang', 'beberapa', 'itu', 'masuk', 'ke', 'kantong', 'pribadi']","['sudah', 'pasti', 'yang', 'beberapa', 'itu', 'masuk', 'ke', 'kantong', 'pribadi']"
@GamingSpirit100,2025-10-04T13:23:18Z,Enak gaknya tergantung yang masak,Enak gaknya tergantung yang masak,enak gaknya tergantung yang masak,enak gaknya tergantung yang masak,enak gaknya tergantung yang masak,"['enak', 'gaknya', 'tergantung', 'yang', 'masak']","['enak', 'gaknya', 'gantung', 'yang', 'masak']"
@bayhanz,2025-10-04T13:07:32Z,itu semangka apaan anjir tipis bat😭,itu semangka apaan anjir tipis bat,itu semangka apaan anjir tipis bat,itu semangka apaan anjir tipis bat,itu semangka apaan anjing tipis sekali,"['itu', 'semangka', 'apaan', 'anjing', 'tipis', 'sekali']","['itu', 'semangka', 'apa', 'anjing', 'tipis', 'sekali']"
@yuka__18-f1y,2025-10-04T12:57:59Z,Di sekolah aku dapat MBG tapi ada beberapa orang yang pingsan loh 😢😭😭😭,Di sekolah aku dapat MBG tapi ada beberapa orang yang pingsan loh ,di sekolah aku dapat mbg tapi ada beberapa orang yang pingsan loh ,di sekolah aku dapat mbg tapi ada beberapa orang yang pingsan loh ,di sekolah aku dapat mbak tapi ada beberapa orang yang pingsan loh,"['di', 'sekolah', 'aku', 'dapat', 'mbak', 'tapi', 'ada', 'beberapa', 'orang', 'yang', 'pingsan', 'loh']","['di', 'sekolah', 'aku', 'dapat', 'mbak', 'tapi', 'ada', 'beberapa', 'orang', 'yang', 'pingsan', 'loh']"
@arifinMuhamadhakam,2025-10-04T12:23:26Z,Inimah namanya bukan makan bergizi gratis tapi makan beracun gratis 🗿🗿,Inimah namanya bukan makan bergizi gratis tapi makan beracun gratis ,inimah namanya bukan makan bergizi gratis tapi makan beracun gratis ,inimah namanya bukan makan bergizi gratis tapi makan beracun gratis ,ini namanya bukan makan bergizi gratis tapi makan beracun gratis,"['ini', 'namanya', 'bukan', 'makan', 'bergizi', 'gratis', 'tapi', 'makan', 'beracun', 'gratis']","['ini', 'nama', 'bukan', 'makan', 'gizi', 'gratis', 'tapi', 'makan', 'racun', 'gratis']"
@renalmasters,2025-10-04T11:51:06Z,Sppg cuma ngikut perintah kepala dapur,Sppg cuma ngikut perintah kepala dapur,sppg cuma ngikut perintah kepala dapur,sppg cuma ngikut perintah kepala dapur,sppg hanya ngikut perintah kepala dapur,"['sppg', 'hanya', 'ngikut', 'perintah', 'kepala', 'dapur']","['sppg', 'hanya', 'ngikut', 'perintah', 'kepala', 'dapur']"
@muhammadtegarprasetya7309,2025-10-04T11:50:43Z,"Intinya gini bro, setiap ada program pasti bakalan ada cela buat di korupsi","Intinya gini bro, setiap ada program pasti bakalan ada cela buat di korupsi","intinya gini bro, setiap ada program pasti bakalan ada cela buat di korupsi",intinya gini bro setiap ada program pasti bakalan ada cela buat di korupsi,intinya begini bro setiap ada program pasti akan ada cela buat di korupsi,"['intinya', 'begini', 'bro', 'setiap', 'ada', 'program', 'pasti', 'akan', 'ada', 'cela', 'buat', 'di', 'korupsi']","['inti', 'begini', 'bro', 'tiap', 'ada', 'program', 'pasti', 'akan', 'ada', 'cela', 'buat', 'di', 'korupsi']"
@welcome_toVionacool11,2025-10-04T10:51:57Z,salfok sama gambar Mi🗿,salfok sama gambar Mi,salfok sama gambar mi,salfok sama gambar mi,salah fokus sama gambar mi,"['salah', 'fokus', 'sama', 'gambar', 'mi']","['salah', 'fokus', 'sama', 'gambar', 'mi']"
@Siapaduldong,2025-10-04T10:43:25Z,MBG artinya makan beracun gratis anj***,MBG artinya makan beracun gratis anj***,mbg artinya makan beracun gratis anj***,mbg artinya makan beracun gratis anj,mbak artinya makan beracun gratis anjing,"['mbak', 'artinya', 'makan', 'beracun', 'gratis', 'anjing']","['mbak', 'arti', 'makan', 'racun', 'gratis', 'anjing']"
@bocah_random133,2025-10-04T08:52:03Z,Aku pernah pas di sekolah temen ku ambil mbg terus tiba-tiba ada ulat putih😱😰,Aku pernah pas di sekolah temen ku ambil mbg terus tiba-tiba ada ulat putih,aku pernah pas di sekolah temen ku ambil mbg terus tiba-tiba ada ulat putih,aku pernah pas di sekolah temen ku ambil mbg terus tibatiba ada ulat putih,aku pernah pas di sekolah teman ku ambil mbak terus tiba ada ulat putih,"['aku', 'pernah', 'pas', 'di', 'sekolah', 'teman', 'ku', 'ambil', 'mbak', 'terus', 'tiba', 'ada', 'ulat', 'putih']","['aku', 'pernah', 'pas', 'di', 'sekolah', 'teman', 'ku', 'ambil', 'mbak', 'terus', 'tiba', 'ada', 'ulat', 'putih']"
@ZERO-xf2no,2025-10-04T08:17:11Z,mkn racun bergizi 😂😂😂😂😂,mkn racun bergizi ,mkn racun bergizi ,mkn racun bergizi ,makan racun bergizi,"['makan', 'racun', 'bergizi']","['makan', 'racun', 'gizi']"
@bang_loren,2025-10-04T07:59:34Z,"tae ngakak, makan beracun gratis","tae ngakak, makan beracun gratis","tae ngakak, makan beracun gratis",tae ngakak makan beracun gratis,tae mengakak makan beracun gratis,"['tae', 'mengakak', 'makan', 'beracun', 'gratis']","['tae', 'akak', 'makan', 'racun', 'gratis']"
@bangalex27,2025-10-04T07:58:11Z,Biasa nya guru beli banyak tapi mereka bawa pulang sih bang,Biasa nya guru beli banyak tapi mereka bawa pulang sih bang,biasa nya guru beli banyak tapi mereka bawa pulang sih bang,biasa nya guru beli banyak tapi mereka bawa pulang sih bang,biasa ya guru beli banyak tapi mereka bawa pulang sih kakak,"['biasa', 'ya', 'guru', 'beli', 'banyak', 'tapi', 'mereka', 'bawa', 'pulang', 'sih', 'kakak']","['biasa', 'ya', 'guru', 'beli', 'banyak', 'tapi', 'mereka', 'bawa', 'pulang', 'sih', 'kakak']"
@AchmadPrijatno,2025-10-04T07:44:10Z,di sini sppg yang aman (05 pagi),di sini sppg yang aman ( pagi),di sini sppg yang aman ( pagi),di sini sppg yang aman  pagi,di sini sppg yang aman pagi,"['di', 'sini', 'sppg', 'yang', 'aman', 'pagi']","['di', 'sini', 'sppg', 'yang', 'aman', 'pagi']"
@XavierYuNevada,2025-10-04T07:19:16Z,Harusnya mrg makan racun gratis,Harusnya mrg makan racun gratis,harusnya mrg makan racun gratis,harusnya mrg makan racun gratis,harusnya mrg makan racun gratis,"['harusnya', 'mrg', 'makan', 'racun', 'gratis']","['harus', 'mrg', 'makan', 'racun', 'gratis']"
@ellysabethastutik1611,2025-10-04T07:06:12Z,Kayak nya dpr mau Indonesia jadi cemas,Kayak nya dpr mau Indonesia jadi cemas,kayak nya dpr mau indonesia jadi cemas,kayak nya dpr mau indonesia jadi cemas,seperti ya dpr mau indonesia jadi cemas,"['seperti', 'ya', 'dpr', 'mau', 'indonesia', 'jadi', 'cemas']","['seperti', 'ya', 'dpr', 'mau', 'indonesia', 'jadi', 'cemas']"
@Zonkos11,2025-10-04T07:01:32Z,"Itu duit emak dan bapaknya yang di rampok paksa lewat pajak,<br>Jadi ga usah di bilang GRATIS.","Itu duit emak dan bapaknya yang di rampok paksa lewat pajak,Jadi ga usah di bilang GRATIS.","itu duit emak dan bapaknya yang di rampok paksa lewat pajak,jadi ga usah di bilang gratis.",itu duit emak dan bapaknya yang di rampok paksa lewat pajakjadi ga usah di bilang gratis,itu uang ibu dan bapaknya yang di rampok paksa lewat pajakjadi tidak usah di bilang gratis,"['itu', 'uang', 'ibu', 'dan', 'bapaknya', 'yang', 'di', 'rampok', 'paksa', 'lewat', 'pajakjadi', 'tidak', 'usah', 'di', 'bilang', 'gratis']","['itu', 'uang', 'ibu', 'dan', 'bapak', 'yang', 'di', 'rampok', 'paksa', 'lewat', 'pajakjadi', 'tidak', 'usah', 'di', 'bilang', 'gratis']"
@syahdiakbar5147,2025-10-04T05:44:50Z,"FYI, betul kata bang issei tidak semuanya, soalnya emak gw guru di sekolah dasar tapi agak pelosok dikit, menunya dikasih pasta bolognese njir wkwkwk, akhirnya kebanyakan gak kemakan karenaa anak2 sana biasa makan sederhana tempe tahu","FYI, betul kata bang issei tidak semuanya, soalnya emak gw guru di sekolah dasar tapi agak pelosok dikit, menunya dikasih pasta bolognese njir wkwkwk, akhirnya kebanyakan gak kemakan karenaa anak sana biasa makan sederhana tempe tahu","fyi, betul kata bang issei tidak semuanya, soalnya emak gw guru di sekolah dasar tapi agak pelosok dikit, menunya dikasih pasta bolognese njir wkwkwk, akhirnya kebanyakan gak kemakan karenaa anak sana biasa makan sederhana tempe tahu",fyi betul kata bang issei tidak semuanya soalnya emak gw guru di sekolah dasar tapi agak pelosok dikit menunya dikasih pasta bolognese njir wkwkwk akhirnya kebanyakan gak kemakan karenaa anak sana biasa makan sederhana tempe tahu,fyi betul kata kakak issei tidak semuanya soalnya ibu aku guru di sekolah dasar tapi agak pelosok dikit menunya dikasih pasta bolognese anjing wkwkwk akhirnya kebanyakan tidak termakan karenaa anak sana biasa makan sederhana tempe tahu,"['fyi', 'betul', 'kata', 'kakak', 'issei', 'tidak', 'semuanya', 'soalnya', 'ibu', 'aku', 'guru', 'di', 'sekolah', 'dasar', 'tapi', 'agak', 'pelosok', 'dikit', 'menunya', 'dikasih', 'pasta', 'bolognese', 'anjing', 'wkwkwk', 'akhirnya', 'kebanyakan', 'tidak', 'termakan', 'karenaa', 'anak', 'sana', 'biasa', 'makan', 'sederhana', 'tempe', 'tahu']","['fyi', 'betul', 'kata', 'kakak', 'issei', 'tidak', 'semua', 'soal', 'ibu', 'aku', 'guru', 'di', 'sekolah', 'dasar', 'tapi', 'agak', 'pelosok', 'dikit', 'menu', 'kasih', 'pasta', 'bolognese', 'anjing', 'wkwkwk', 'akhir', 'banyak', 'tidak', 'makan', 'karenaa', 'anak', 'sana', 'biasa', 'makan', 'sederhana', 'tempe', 'tahu']"
@LegionGaming27,2025-10-04T05:39:36Z,Gw di kasih juga ogaah.. masih sayang nyawa,Gw di kasih juga ogaah.. masih sayang nyawa,gw di kasih juga ogaah.. masih sayang nyawa,gw di kasih juga ogaah masih sayang nyawa,aku di kasih juga ogaah masih sayang nyawa,"['aku', 'di', 'kasih', 'juga', 'ogaah', 'masih', 'sayang', 'nyawa']","['aku', 'di', 'kasih', 'juga', 'ogaah', 'masih', 'sayang', 'nyawa']"
@QABPO-MCOM-YoannesKurniaSandy,2025-10-04T04:33:18Z,gw sekolah nya ada belatung  mbg sama dengan makan belatung gratis sekolah sd santo aloysius pas itu gw makan burger kejunya ada belatung jirr cek ae dah sekolahnya,gw sekolah nya ada belatung  mbg sama dengan makan belatung gratis sekolah sd santo aloysius pas itu gw makan burger kejunya ada belatung jirr cek ae dah sekolahnya,gw sekolah nya ada belatung  mbg sama dengan makan belatung gratis sekolah sd santo aloysius pas itu gw makan burger kejunya ada belatung jirr cek ae dah sekolahnya,gw sekolah nya ada belatung  mbg sama dengan makan belatung gratis sekolah sd santo aloysius pas itu gw makan burger kejunya ada belatung jirr cek ae dah sekolahnya,aku sekolah ya ada belatung mbak sama dengan makan belatung gratis sekolah sd santo aloysius pas itu aku makan burger kejunya ada belatung anjing cek saja sudah sekolahnya,"['aku', 'sekolah', 'ya', 'ada', 'belatung', 'mbak', 'sama', 'dengan', 'makan', 'belatung', 'gratis', 'sekolah', 'sd', 'santo', 'aloysius', 'pas', 'itu', 'aku', 'makan', 'burger', 'kejunya', 'ada', 'belatung', 'anjing', 'cek', 'saja', 'sudah', 'sekolahnya']","['aku', 'sekolah', 'ya', 'ada', 'belatung', 'mbak', 'sama', 'dengan', 'makan', 'belatung', 'gratis', 'sekolah', 'sd', 'santo', 'aloysius', 'pas', 'itu', 'aku', 'makan', 'burger', 'keju', 'ada', 'belatung', 'anjing', 'cek', 'saja', 'sudah', 'sekolah']"
